condition,domain,execution_family,final_endpoint_class,final_source,global_sequence_index,hard_contract_vector,model_slot_id,original_technical_class,paper_id,private_score,result_source_sha256,task_id,terminal_outcome,variant_id
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1029,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.875,1b8c97ec72515555e1bded3d1bda28a69cbdbb37beeb4ab95fe0c84480cda6e0,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1030,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.875,1d7bfffff7ec679af019007996586300c7ec9a056f0944a1ab627b1e37afc786,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1031,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.890625,d5564efa03dd257f3fcea6c9506ef5f18f6c30e64be23f3b31bf383888d9c357,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1032,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.875,2a7a3696530672657148b96573f229b6d25dd5874a8da80020009a50ffe23312,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1033,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.71875,1c1c377c29797d96b8d3d08fc688ac6ed2a34d7607a97db75093d3a17c6634b7,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1034,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.859375,9326008c80afd4975b90f271a2f6cbe58951424387c79efd7e5b111c21ba19a0,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1035,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.859375,f96e5c7ac11cfbb6a39b185934b3b711dc83c1133881e974352b7a0b3c34c513,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1036,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.71875,924909700da926abee4af238bed2817181a912fd2243eb42256fda5abfde06cc,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1037,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.859375,451f8abfaca86a2070794b75de3ce623fd85081406942cf766747ea02bacf419,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1038,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.859375,842ae06abc11931a0c55ee6f0521aa3f28873615922767961cf3de3d8b02cf0c,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1039,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.71875,1732afe135531b3dab1fb7147bc68fea392c562be23e0d71b69d2111eb460825,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,operational_success,fg3_retained,1040,"[true,true]",gpt_5_6_sol,operational_success,data_hdbscan,1.0,60a0b97e747c72ab52564c202dc66a1de713d98b1ba4079ef832344bd28092bf,DATA-HDB-01,operational_success,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1041,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.71875,34a7461d5bb30da0e1756bd527186c0252c81fe414751f7171bbcf601e7505c3,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1042,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.71875,a24a910f66fb8cf546b5bf3021068e1fb01349c0b6ecb3f53192d4408523ef50,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1043,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.859375,3ebdc6f7becb02d16d65a7f6334ca57251b4b099bb40cdc0ea94e3fd27777441,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1044,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.859375,ff3548ac4678ee2d62a0857180aba143196f0ff716a350e71bcb2b0d6ee13438,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1045,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.875,7a972889358e31fc23494a571a73f9fa223f7a8093e57e0b7e5eaf850b6ac3fe,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1046,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.875,18c34458868f8fcca9b3293fe3d87b19a7a65f7349a4973530877a106337a182,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1047,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.890625,4079f917bfeb4f8f7b1d7d70040e37f66e8fe25ca6f46c21f9b7605d215d886d,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1048,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.890625,f1b22faa05685f7255d0b2f7a6608b5eb0559ba508ff2ec48472f8999cd11f9f,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg3_retained,1049,"[true,false]",gpt_5_6_sol,experimental_outcome_not_technical_error,data_hdbscan,0.890625,4ce1cfeada48a8e56e1940365b13063a1bc619f8b0037e847459d6c1e939d453,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1050,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.890625,716be2553b94a480a190102de8d05dd16249ec0397672e49964b099c3649597f,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,operational_success,fg5_exact_output_direct,1051,"[true,true]",gpt_5_6_sol,exact_output_contract,data_hdbscan,1.0,23f789c13867b3087da0fca18fcd2c4c409310beee5af7bbd423213b541d8994,DATA-HDB-01,operational_success,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1052,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.875,8064770b2e71d00c2a7e11123d5e572053aeb2d870098b507708e1353092a7cc,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg3_retained,1053,"[true,false]",gpt_5_6_sol,experimental_outcome_not_technical_error,data_hdbscan,0.875,58437abc554894818d957cc7ceb99b1e7e7ad1312d11fd25c288c2d05db1a39a,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1054,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.890625,977d706951d2d814bd1a89259e4d461d0ee3e428cde5f1405de999ab1561625f,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1055,"[true,false]",gpt_5_6_sol,exact_output_contract,data_hdbscan,0.890625,2817533c6ed4adcbe8b4b647c0fdfbc42324c2015938a44baf21b7757c663a9f,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg3_retained,1056,"[true,false]",gpt_5_6_sol,experimental_outcome_not_technical_error,data_hdbscan,0.875,7335c391f602bfcaae840615b0511d3ff411178e60ef4b30e6cf44bba6dff0c7,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1057,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.71875,d5dfaa49b1b6aab43ac2e85c4b6e11bb312c3807b485af0a3d8a1f242bc1852d,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1058,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.71875,94aaa0742cca9aef8d6d491d6067cefb8ffa3669403efd93ba2e9477aedf72d8,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg3_retained,1059,"[true,false]",gpt_5_6_terra,experimental_outcome_not_technical_error,data_hdbscan,0.859375,461a7186ee933d306f4b0b8c264a8a1fe1e0e59a04d7e4de6e769590e8c08ab7,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1060,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.71875,484090fe535acaa9bb639db1c10c12fd8a61a614a56186ad346904bab403cf1b,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1061,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.71875,c424964e10bc46134b12148214acf10a883a06e9eb19aeeb966007132e9a344d,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1062,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.859375,1c6bb06d7b3e7cec65d227c0af94b426eed004da892e937da2f8fc230f1dbb85,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1063,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.71875,5aafd7e436fc3c0e32efcdc4aa0a248e02abc1b9a76dcbfea30a250c5671c3f6,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1064,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.71875,605cf1e26b828c9bae305adf059f826932857626640fb3c1a0eb9916c043cfdd,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1065,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.71875,239f301efc27d58f7765ad38bcbadbc7bfd8ebfe7b3401853d9cde8153e3d7ab,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1066,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.71875,131fbecf093811834bc7025093a20b594f28a51bceb36083573dcd9bb8850e78,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1067,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.71875,c0a89dff20aa5a41a781e92ca97fae6b2343014793bc9aa26590bc93240ae2c1,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1068,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.859375,4dca62c90ee9375b65a43efb813649adee9747c7b4c836e4898676c845871f7a,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1069,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.875,2791c7d05fd43d74051ab70153e21e8755d8606ab7c5b3180fdd8aa87df4ec3e,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg3_retained,1070,"[true,false]",gpt_5_6_terra,experimental_outcome_not_technical_error,data_hdbscan,0.875,77f5f8e7ddad9d89952fb8810271f507fb865480c6137f78b9446747ccf31a6b,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1071,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.875,56925293fb8da92ad9e15bcc22108c6284512c25065d4c23a7222ae5081e33b8,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1072,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.875,bd60b78f09776f7ec0fb208163132f89f2d6b87746923d061e8e8d16e33eafea,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1073,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.875,f10558f1c2b5019fdbfca5bfd120b0b87e744f86f8be5ceb693fd5ec6dfc0a66,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1074,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.875,732827551a394318b17a97fbee09f46c6ef940612a8dcabec1b0f19f67c3ec8b,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1075,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.875,5384947162c5c4f12554d129e82ac324b6b3681c95961c6031ec274ca4ba1941,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg3_retained,1076,"[true,false]",gpt_5_6_terra,experimental_outcome_not_technical_error,data_hdbscan,0.875,660a8997a52e4e65beb64a9846644ae6e20de1373da440a99280c60ceccb99c7,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1077,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.875,8761eb7ba72ff03107e39d0afc55f54cd6466c9cfabf81ba0229ddf129fd1723,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1078,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.890625,b487b6a17a25af639469f0685dde0ee67a6cd5b6612541f5246a56ae90d40a6a,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1079,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.875,9c52476c821e0c471309c21dd946be18f25eb2d8d8030bc6640bcb4a4897a65f,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1080,"[true,false]",gpt_5_6_terra,exact_output_contract,data_hdbscan,0.875,4fdc5c15fb7f2ce4eecd6417532aa8503b47d9998eb51e4fd9fe276bcb609f09,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1081,"[true,false]",claude_opus_4_7,exact_output_contract,data_hdbscan,0.71875,b1c73d3233080ba98ddbffa59961d28f516fb62bde772715cfc62b0c89c993d8,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1082,"[true,false]",claude_opus_4_7,exact_output_contract,data_hdbscan,0.71875,a51089db966493eadb2116214ab64bd6dd528555dc635eec05f5b947b63bceeb,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1083,"[true,false]",claude_opus_4_7,exact_output_contract,data_hdbscan,0.71875,d4623d954b6ef90ad85f0b5d7ccf6a8bf02a937a9dd41bf066d49618bb263c03,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1084,"[true,false]",claude_opus_4_7,exact_output_contract,data_hdbscan,0.71875,ba363b44722bca714b1925595545a64cf28fd0ba2dcfdabe9f461fc4d8c2e135,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1085,"[true,false]",claude_opus_4_7,exact_output_contract,data_hdbscan,0.71875,4f7ab0a6b2356a8b4ee1cab82c1cb614d9e8f5abf66cd65fa055998130828ba0,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1086,"[true,false]",claude_opus_4_7,exact_output_contract,data_hdbscan,0.71875,f8c801682adf295cff43e6049779f3d2cfaf34503398f9f8df9837c9a18f3ceb,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
